line,brigade,lon,lat,time
136,10,21.00273,52.176175,2017-10-02 23:59:53
710,1,20.99577,52.188835,2017-10-02 23:59:55
728,1,20.93874,52.171175,2017-10-03 00:00:03
143,5,20.99629,52.1889,2017-10-02 23:59:56
189,9,21.05481,52.181052,2017-10-02 23:59:46
709,2,21.017087,52.163977,2017-10-02 23:59:53
521,3,21.085582000000002,52.24463,2017-10-03 00:00:05
509,10,21.103132000000002,52.237408,2017-10-02 23:59:45
N22,203,21.06727,52.226013,2017-10-02 23:59:50
189,5,21.002342000000002,52.183098,2017-10-02 23:59:59
709,10,21.015357,52.074237,2017-10-02 23:59:58
148,9,20.978257,52.16952,2017-10-02 23:59:57
710,6,21.02426,52.179843,2017-10-02 23:59:53
148,7,21.047107,52.163509999999995,2017-10-02 23:59:46
124,2,20.924547,52.196785,2017-10-02 23:59:59
N36,314,21.008967000000002,52.205658,2017-10-02 23:59:58
171,5,20.911518,52.246539,2017-10-03 00:00:04
168,4,20.996094,52.188869,2017-10-03 00:00:00
184,2,20.927733,52.196118,2017-10-02 23:59:52
184,4,20.927901000000002,52.24707,2017-10-03 00:00:04
187,12,20.910546,52.195615000000004,2017-10-02 23:59:59
N43,220,20.924935,52.2721,2017-10-02 23:59:57
N85,136,20.948323000000002,52.209505,2017-10-02 23:59:57
N37,142,21.072897,52.136281,2017-10-03 00:00:02
N34,206,21.007680999999998,52.20763,2017-10-02 23:59:58
189,12,21.001737,52.178118,2017-10-02 23:59:57
N33,173,21.003218,52.232139000000004,2017-10-03 00:00:02
167,6,21.082874,52.208283,2017-10-02 23:59:55
N34,162,21.058106,52.131205,2017-10-02 23:59:55
N35,139,20.92935,52.195904999999996,2017-10-02 23:59:55
185,9,21.117869,52.232753,2017-10-02 23:59:59
704,1,21.212108999999998,52.22416,2017-10-02 23:59:58
509,8,21.117819,52.234078000000004,2017-10-02 23:59:53
141,2,21.045792000000002,52.219126,2017-10-03 00:00:01
N24,211,21.153413,52.267716,2017-10-03 00:00:03
174,09,20.995411999999998,52.170199,2017-10-03 00:00:03
N35,137,20.869816,52.198128999999994,2017-10-02 23:59:55
N37,318,21.055813,52.141813,2017-10-03 00:00:00
N31,133,21.100135,52.180789000000004,2017-10-03 00:00:03
709,8,21.017807,52.165362,2017-10-03 00:00:03
N34,149,21.001942,52.183042,2017-10-03 00:00:01
N63,246,21.003194,52.229991,2017-10-02 23:59:55
172,012,21.001497,52.194812,2017-10-02 23:59:56
519,3,21.035397,52.177116,2017-10-02 23:59:55
184,5,20.928015,52.290739,2017-10-02 23:59:55
N02,6,21.077257,52.226046999999994,2017-10-02 23:59:56
133,2,20.983052999999998,52.354721000000005,2017-10-02 23:59:57
737,1,21.015821,52.121593,2017-10-03 00:00:00
N02,5,21.049298999999998,52.292168,2017-10-02 23:59:59
N02,1,21.103687,52.233990000000006,2017-10-02 23:59:54
N03,1,21.043953,52.174862,2017-10-03 00:00:03
135,6,21.046825,52.259907,2017-10-03 00:00:04
179,7,21.029968,52.154568,2017-10-03 00:00:04
N03,056,21.034328,52.258682,2017-10-03 00:00:00
742,52,21.219706,51.981594,2017-10-03 00:00:00
179,2,21.052124,52.154441999999996,2017-10-02 23:59:58
N14,1,21.047398,52.317726,2017-10-02 23:59:58
153,1,21.157684,52.262844,2017-10-03 00:00:00
N03,5,21.053816,52.198791,2017-10-03 00:00:03
516,4,20.971977,52.320889,2017-10-02 23:59:57
157,1,20.989841000000002,52.225254,2017-10-03 00:00:05
176,2,20.981598,52.345779,2017-10-02 23:59:48
N01,6,20.956253,52.316727,2017-10-02 23:59:59
N64,2,21.026648,52.293427,2017-10-03 00:00:03
N41,182,20.973122,52.254653999999995,2017-10-03 00:00:06
118,7,21.020164,52.291725,2017-10-03 00:00:04
152,3,20.952341,52.316914000000004,2017-10-02 23:59:58
N64,124,21.001455,52.233837,2017-10-03 00:00:00
152,1,21.004236,52.336361,2017-10-03 00:00:00
103,2,20.930866,52.291508,2017-10-03 00:00:01
127,8,20.913603,52.209359,2017-10-02 23:59:57
708,5,20.767426,52.307815999999995,2017-10-03 00:00:00
188,1,21.110977,52.244984,2017-10-02 23:59:58
411,52,21.013969,52.217289,2017-10-03 00:00:01
503,11,21.049622,52.144344,2017-10-03 00:00:04
502,335,21.126998999999998,52.234245,2017-10-03 00:00:01
164,2,21.048429000000002,52.178093100000005,2017-10-02 23:59:58
203,1,20.923398100000004,52.2806095,2017-10-03 00:00:00
108,61,21.0433206,52.216280100000006,2017-10-02 23:59:59
L30,1,21.13205,51.960751,2017-04-26 08:42:15
L28,1,21.124716,52.024803000000006,2017-04-26 08:42:05
213,3,21.204016,52.168453,2017-10-03 00:00:07
702,1,21.238831,52.13342,2017-10-03 00:00:12
715,2,21.017879999999998,52.164790999999994,2017-10-03 00:00:08
715,1,20.932184,52.165054,2017-10-03 00:00:09
192,5,20.995316,52.188864,2017-10-03 00:00:11
108,3,21.087846,52.194913,2017-10-03 00:00:09
N46,1,20.988265,52.247793,2017-10-03 00:00:14
194,3,20.86368,52.207907,2017-10-03 00:00:15
194,4,20.930660999999997,52.225053,2017-10-03 00:00:13
N41,181,20.921426,52.196576,2017-10-02 22:32:57
N01,4,21.003231,52.177886,2017-10-03 00:00:08
739,1,21.042888,52.083293,2017-10-03 00:00:10
165,3,21.009846,52.178717999999996,2017-10-03 00:00:12
739,5,21.018168,52.130409,2017-10-03 00:00:09
N33,172,21.0267,52.173403,2017-10-03 00:00:07
L11,5,20.941312,52.400796,2017-10-03 00:00:08
L-9,1,20.937793,52.395647,2017-10-02 17:10:48
L11,3,20.778001999999997,52.43889300000001,2017-06-08 04:36:29
N95,191,20.88939,52.240190000000005,2017-10-03 00:00:09
N88,212,20.922717000000002,52.196242,2017-10-03 00:00:15
197,1,20.920336,52.196919,2017-10-02 18:31:28
739,4,20.9979,52.188901,2017-10-03 00:00:11
N38,1,20.985078,52.220531,2017-10-02 23:59:59
N01,1,20.933253,52.269591,2017-10-03 00:00:14
N91,183,20.876739999999998,52.289346,2017-10-03 00:00:12
159,5,21.016438,52.223426,2017-10-03 00:00:13
739,3,21.032413000000002,52.094892,2017-10-03 00:00:09
N32,2,20.978496,52.183278,2017-10-03 00:00:14
711,063,20.864629,52.117081,2017-10-03 00:00:05
N01,3,20.978144,52.201896999999995,2017-10-03 00:00:15
N36,1,20.995515,52.170159999999996,2017-10-03 00:00:04
N44,1,20.989227,52.265709,2017-10-03 00:00:15
122,2,20.898768,52.238878,2017-10-03 00:00:12
N46,2,20.927266,52.291167,2017-10-03 00:00:10
N01,2,20.92355,52.197255,2017-10-03 00:00:14
134,1,21.052052,52.310491,2017-10-03 00:00:14
N64,215,21.035215,52.254517,2017-10-03 00:00:06
Z20,2,21.037281,52.252655,2017-10-03 00:00:14
N46,150,20.978491,52.266696,2017-10-03 00:00:15
178,2,20.90395,52.185601,2017-10-03 00:00:02
154,3,20.898196,52.253785,2017-10-03 00:00:07
L25,1,21.217553,51.9816291,2017-10-02 23:22:07
N41,181,21.002110000000002,52.243078999999994,2017-10-03 00:00:13
N25,193,21.068827,52.230013,2017-10-03 00:00:11
178,6,20.982632000000002,52.230246,2017-10-03 00:00:11
197,2,20.923288,52.196537,2017-10-03 00:00:12
147,3,21.14719,52.200202000000004,2017-10-03 00:00:06
147,2,21.051868,52.253583,2017-10-03 00:00:09
N72,214,21.204473,52.159378000000004,2017-10-03 00:00:16
N71,185,21.114093,52.232805,2017-10-03 00:00:13
N95,192,21.005129999999998,52.218163,2017-10-03 00:00:14
115,4,21.13106,52.232548,2017-10-03 00:00:16
147,1,21.10075,52.215228,2017-10-03 00:00:09
147,5,21.243275,52.221317,2017-10-03 00:00:08
720,054,21.463808,52.132909999999995,2017-10-03 00:00:05
N71,284,21.041898,52.249603,2017-10-03 00:00:08
198,4,21.223537,52.253802,2017-10-03 00:00:11
N31,232,21.008297,52.22919,2017-10-03 00:00:05
N81,152,21.117715,52.233397,2017-10-03 00:00:13
L30,2,21.130739000000002,51.959915,2017-09-07 18:02:06
L30,2,21.216896,51.981678,2017-09-06 08:50:44
L28,1,21.124192999999998,52.019611,2017-09-11 12:33:40
L30,1,21.1098,51.955227,2017-09-11 12:33:34
N45,126,20.971891,52.234581,2017-10-03 00:00:10
N03,202,21.053422,52.247249,2017-10-03 00:00:14
734,1,21.058905,52.448211,2017-10-03 00:00:14
N02,4,20.926363000000002,52.290374,2017-10-03 00:00:12
132,1,21.037963,52.269073,2017-10-03 00:00:15
N03,4,21.047825,52.263791999999995,2017-10-03 00:00:11
N02,2,21.035301,52.254964,2017-10-03 00:00:12
N66,197,21.035098,52.254090999999995,2017-10-03 00:00:11
N37,243,21.024364000000002,52.192268,2017-10-03 00:00:10
N25,1,21.009303,52.229386,2017-10-03 00:00:08
N24,2,21.002026,52.228934,2017-10-03 00:00:12
N16,199,21.004770999999998,52.222778000000005,2017-10-03 00:00:09
146,2,21.192127,52.15737,2017-10-03 00:00:09
146,3,21.113689,52.234248,2017-10-03 00:00:11
N12,208,20.999947,52.230158,2017-10-03 00:00:12
146,1,21.09098,52.221914,2017-10-03 00:00:12
198,1,21.243248,52.221654,2017-10-02 23:58:02
173,2,21.050182999999997,52.247378000000005,2017-10-03 00:00:08
N32,1,20.988132999999998,52.210093,2017-10-03 00:00:15
183,5,21.137579000000002,52.24346,2017-10-03 00:00:10
159,7,21.085167000000002,52.193257,2017-10-03 00:00:12
N62,127,21.057057999999998,52.264762,2017-10-03 00:00:13
183,2,21.171366,52.251464,2017-10-03 00:00:10
N16,198,21.080458,52.277314000000004,2017-10-03 00:00:10
120,6,21.065814000000003,52.312704,2017-10-03 00:00:10
167,013,20.940828,52.204417,2017-10-03 00:00:11
191,4,20.983801,52.219549,2017-10-03 00:00:15
191,3,20.905248999999998,52.193153,2017-10-03 00:00:13
L20,51,21.410662,52.135065999999995,2017-07-30 17:18:02
L20,1,21.301156,52.162206,2017-10-02 23:08:55
191,2,20.910902,52.196099,2017-10-03 00:00:13
136,4,20.920748,52.197209,2017-09-15 14:43:24
128,10,20.971346,52.220126,2017-10-03 00:00:13
N81,251,21.04841,52.206665,2017-10-03 00:00:10
190,14,20.918917,52.23985,2017-10-03 00:00:08
N42,340,20.898997,52.238994,2017-10-03 00:00:03
190,10,20.921799,52.196961,2017-10-03 00:00:12
713,2,20.931059,52.225316,2017-10-03 00:00:12
N42,218,20.905471,52.238828999999996,2017-10-03 00:00:07
719,1,20.721577,52.255102,2017-10-02 15:56:58
N88,176,20.952717,52.184472,2017-10-03 00:00:15
401,7,20.896106,52.202129,2017-10-03 00:00:07
N25,194,21.166102,52.212821000000005,2017-10-03 00:00:12
401,012,20.921492999999998,52.197191,2017-10-02 19:16:51
105,1,20.898462,52.239426,2017-10-03 00:00:09
116,15,20.913051,52.238781,2017-10-03 00:00:06
N43,2,20.958206,52.224109999999996,2017-10-03 00:00:11
N33,174,20.99387,52.188815000000005,2017-10-03 00:00:05
N35,138,20.988895,52.224422,2017-10-03 00:00:08
L39,1,21.0203645,52.082060999999996,2017-10-02 23:36:55
L12,1,21.1057905,52.119325599999996,2017-04-24 07:45:36
169,2,21.041669,52.300340000000006,2017-10-03 00:00:11
190,6,21.035939000000003,52.255234,2017-10-03 00:00:14
111,9,21.015039,52.262324,2017-10-03 00:00:16
511,3,20.972193,52.32059,2017-10-03 00:00:12
518,3,21.006016,52.287448,2017-10-03 00:00:13
731,62,20.942662,52.367301,2017-10-03 00:00:12
140,6,21.114872000000002,52.33498,2017-10-03 00:00:11
114,8,21.025710999999998,52.280755,2017-10-03 00:00:11
511,2,20.928393,52.2912,2017-10-03 00:00:11
517,7,21.043236,52.273804,2017-10-03 00:00:13
509,14,21.046304,52.262632,2017-10-03 00:00:11
723,63,20.993114000000002,52.299733,2017-10-03 00:00:10
509,11,21.037246,52.267301,2017-10-03 00:00:15
500,6,21.041797,52.2934,2017-10-03 00:00:11
527,7,21.060171,52.315305,2017-10-03 00:00:11
723,66,20.92367,52.375780999999996,2017-10-02 05:20:22
345,2,21.101262,52.285993,2017-10-03 00:00:11
N01,5,20.914783,52.231068,2017-10-03 00:00:11
N62,128,21.012665,52.261646999999996,2017-10-03 00:00:13
N44,2,20.999416,52.233441,2017-10-03 00:00:13
N13,148,20.982587,52.255323,2017-10-03 00:00:13
723,245,20.930355,52.368726,2017-10-03 00:00:11
N61,121,21.004217,52.230381,2017-10-03 00:00:12
N36,213,21.002591,52.189021999999994,2017-10-03 00:00:10
120,3,21.046542000000002,52.259792,2017-10-03 00:00:12
N45,125,21.003473,52.231184999999996,2017-10-03 00:00:14
N02,3,20.933515,52.271143,2017-10-03 00:00:13
104,3,21.033374,52.334889000000004,2017-10-03 00:00:13
N42,216,21.005409,52.238828000000005,2017-10-03 00:00:12
240,2,21.029357,52.275988,2017-10-03 00:00:13
N11,201,21.063429,52.325148999999996,2017-10-03 00:00:11
197,8,20.948805,52.279090999999994,2017-10-03 00:00:10
N03,3,20.941301,52.331823,2017-10-03 00:00:13
N11,122,21.060206,52.268252000000004,2017-10-03 00:00:12
717,2,20.912395,52.188057,2017-10-03 00:00:11
ZP,6,20.801779,52.167412,2017-10-03 00:00:09
717,5,20.771735999999997,52.160568,2017-10-03 00:00:08
189,15,20.897668,52.201648,2017-10-03 00:00:09
189,4,20.926973,52.196196,2017-10-03 00:00:08
171,6,20.923817,52.252614,2017-10-03 00:00:07
112,7,20.914151999999998,52.22902,2017-10-03 00:00:08
190,16,21.032848,52.25388,2017-10-03 00:00:14
REZERWA ,C94,20.922619,52.195658,2017-10-02 19:26:10
128,8,20.965073999999998,52.210402,2017-10-03 00:00:14
713,1,20.858297,52.215913,2017-10-03 00:00:07
155,3,20.929495000000003,52.233886,2017-10-03 00:00:10
512,4,21.049718,52.286012,2017-10-03 00:00:12
509,2,20.963960999999998,52.317941,2017-10-03 00:00:09
738,52,21.178796,52.415169,2017-10-03 00:00:14
N13,344,20.938898000000002,52.339675,2017-10-03 00:00:01
705,2,20.99547,52.257653000000005,2017-10-03 00:00:09
114,9,21.037405,52.267228,2017-10-03 00:00:08
512,1,21.065701999999998,52.288605,2017-10-03 00:00:07
114,3,20.917051999999998,52.312877,2017-10-02 23:59:54
190,2,21.085493,52.305040000000005,2017-10-03 00:00:10
112,13,21.048101000000003,52.286951,2017-10-03 00:00:05
L-6,1,20.695861999999998,52.245641,2017-09-05 10:07:05
L29,1,20.587232,52.257355,2017-10-02 12:36:51
116,4,21.067798,52.202832,2017-10-03 00:00:06
N44,207,20.933488,52.298421999999995,2017-10-02 23:58:12
171,4,20.922978,52.196495,2017-10-03 00:00:13
N22,204,21.146847,52.214179,2017-10-03 00:00:13
172,2,21.069023,52.181358,2017-10-03 00:00:11
136,3,21.045281,52.149574,2017-10-03 00:00:12
136,6,20.977473,52.210649,2017-10-03 00:00:12
N37,261,21.017149,52.220944,2017-10-03 00:00:13
167,8,21.013937,52.195321,2017-10-03 00:00:05
727,3,20.943764,52.036846999999995,2017-10-03 00:00:12
189,14,20.915252,52.202969,2017-10-03 00:00:13
N83,171,21.048629000000002,52.205793,2017-10-03 00:00:07
217,2,20.99836,52.188939000000005,2017-10-03 00:00:14
180,7,21.115319,52.228894,2017-10-03 00:00:11
125,6,21.094719,52.243846999999995,2017-10-03 00:00:10
523,4,21.084625,52.245455,2017-10-03 00:00:16
145,2,21.128518,52.252654,2017-10-03 00:00:12
N72,205,21.021469,52.232046999999994,2017-10-03 00:00:12
171,14,21.043354,52.222877000000004,2017-10-03 00:00:09
171,2,21.021179999999998,52.22955,2017-10-02 23:59:48
N21,1,21.223939,52.230469,2017-10-03 00:00:13
138,3,21.053826,52.26096,2017-10-03 00:00:11
514,4,21.224165,52.250440000000005,2017-10-03 00:00:07
514,1,21.11882,52.232708,2017-10-03 00:00:16
145,7,21.020195,52.291788000000004,2017-10-03 00:00:05
148,6,21.085378,52.244452,2017-10-03 00:00:12
185,4,21.0391,52.161535,2017-10-03 00:00:10
116,3,21.118223,52.232721000000005,2017-10-03 00:00:06
143,012,21.153444,52.26765,2017-10-03 00:00:09
125,2,21.13918,52.229040999999995,2017-10-03 00:00:13
116,5,21.078412,52.167358,2017-10-03 00:00:07
136,10,21.00269,52.176445,2017-10-03 00:00:09
710,1,20.99577,52.188835,2017-10-03 00:00:10
728,1,20.93874,52.171175,2017-10-03 00:00:03
143,5,20.99619,52.188718,2017-10-03 00:00:12
189,9,21.055748,52.181635,2017-10-03 00:00:07
709,2,21.017138,52.162348,2017-10-03 00:00:09
521,3,21.085582000000002,52.24463,2017-10-03 00:00:05
509,10,21.106527,52.23672,2017-10-03 00:00:06
189,5,21.0022,52.18531,2017-10-03 00:00:14
709,10,21.015902,52.074452,2017-10-03 00:00:14
148,9,20.978257,52.16952,2017-10-03 00:00:13
710,6,21.02426,52.179843,2017-10-03 00:00:09
124,2,20.924147,52.196952,2017-10-03 00:00:13
N36,314,21.008536,52.206707,2017-10-03 00:00:08
171,5,20.911732999999998,52.245473,2017-10-03 00:00:14
168,4,20.996118,52.188869,2017-10-03 00:00:05
184,2,20.924973,52.196638,2017-10-03 00:00:14
184,4,20.929126999999998,52.247019,2017-10-03 00:00:13
N43,220,20.925014,52.272220000000004,2017-10-03 00:00:12
N85,136,20.947114000000003,52.208690999999995,2017-10-03 00:00:06
N37,142,21.072891000000002,52.136287,2017-10-03 00:00:12
N34,206,21.007680999999998,52.20756,2017-10-03 00:00:08
189,12,21.001739,52.178112,2017-10-03 00:00:07
N33,173,21.003314000000003,52.231963,2017-10-03 00:00:12
167,6,21.082875,52.208290000000005,2017-10-03 00:00:06
N34,162,21.056125,52.131269,2017-10-03 00:00:10
N35,139,20.929346,52.195917,2017-10-03 00:00:10
185,9,21.117753,52.232933,2017-10-03 00:00:12
704,1,21.208971,52.224253000000004,2017-10-03 00:00:13
509,8,21.117836999999998,52.23415,2017-10-03 00:00:08
141,2,21.04551,52.21995,2017-10-03 00:00:11
N24,211,21.152306,52.268652,2017-10-03 00:00:13
174,09,20.995410999999997,52.170194,2017-10-03 00:00:13
N35,137,20.870639999999998,52.198303,2017-10-03 00:00:10
N37,318,21.055226,52.14239,2017-10-03 00:00:10
N31,133,21.099102,52.181499,2017-10-03 00:00:13
709,8,21.017979999999998,52.166701,2017-10-03 00:00:13
N34,149,21.001963,52.182638,2017-10-03 00:00:09
N63,246,21.002975,52.229859000000005,2017-10-03 00:00:15
172,012,21.001479999999997,52.194821000000005,2017-10-03 00:00:11
519,3,21.031945999999998,52.177633,2017-10-03 00:00:10
184,5,20.928017,52.290711,2017-10-03 00:00:10
N02,6,21.074278,52.225555,2017-10-03 00:00:12
133,2,20.982285,52.35561,2017-10-03 00:00:13
737,1,21.015821,52.121593,2017-10-03 00:00:00
N02,5,21.047520000000002,52.292206,2017-10-03 00:00:16
N02,1,21.105393,52.23376,2017-10-03 00:00:01
N03,1,21.043858,52.174519000000004,2017-10-03 00:00:13
135,6,21.046829000000002,52.259907,2017-10-03 00:00:12
179,7,21.029518,52.154819,2017-10-03 00:00:15
N03,056,21.034344,52.258697999999995,2017-10-03 00:00:15
742,52,21.219191,51.980953,2017-10-03 00:00:16
179,2,21.054831,52.153389000000004,2017-10-03 00:00:14
N14,1,21.050307999999998,52.317879,2017-10-03 00:00:14
153,1,21.157076,52.263659999999994,2017-10-03 00:00:13
N03,5,21.054907,52.199463,2017-10-03 00:00:11
516,4,20.972277,52.32058,2017-10-03 00:00:12
157,1,20.989368,52.225151000000004,2017-10-03 00:00:14
176,2,20.979885,52.345593,2017-10-03 00:00:12
N01,6,20.959156,52.316395,2017-10-03 00:00:14
N64,2,21.026901000000002,52.293449,2017-10-03 00:00:11
N41,182,20.971479000000002,52.25528,2017-10-03 00:00:16
118,7,21.021233,52.292027000000004,2017-10-03 00:00:12
152,3,20.952354,52.316902,2017-10-03 00:00:14
N64,124,20.999422,52.233425,2017-10-03 00:00:16
152,1,21.004246,52.336361,2017-10-03 00:00:16
103,2,20.930864,52.291508,2017-10-03 00:00:09
127,8,20.914038,52.208690999999995,2017-10-03 00:00:15
708,5,20.767426999999998,52.307815999999995,2017-10-03 00:00:16
188,1,21.113604000000002,52.244537,2017-10-03 00:00:14
411,52,21.013826,52.2173,2017-10-03 00:00:13
503,11,21.050022,52.144596,2017-10-03 00:00:13
502,335,21.12649,52.233933,2017-10-03 00:00:08
164,2,21.0484345,52.178101299999994,2017-10-03 00:00:13
203,1,20.9230921,52.280181799999994,2017-10-03 00:00:15
108,61,21.0433206,52.216280100000006,2017-10-02 23:59:59
L30,1,21.13205,51.960751,2017-04-26 08:42:15
L28,1,21.124716,52.024803000000006,2017-04-26 08:42:05
213,3,21.202981,52.169435,2017-10-03 00:00:17
702,1,21.238032999999998,52.13429,2017-10-03 00:00:22
715,2,21.018101,52.166653000000004,2017-10-03 00:00:23
715,1,20.933519,52.16605,2017-10-03 00:00:25
192,5,20.995518,52.188886,2017-10-03 00:00:21
108,3,21.088048999999998,52.194598,2017-10-03 00:00:19
N46,1,20.988265,52.247793,2017-10-03 00:00:14
194,3,20.86368,52.207907,2017-10-03 00:00:15
194,4,20.930660999999997,52.225053,2017-10-03 00:00:23
N41,181,20.921426,52.196576,2017-10-02 22:32:57
N01,4,21.003865,52.177833,2017-10-03 00:00:18
739,1,21.043626999999997,52.083976,2017-10-03 00:00:25
165,3,21.011937,52.1794,2017-10-03 00:00:23
739,5,21.018145,52.132034999999995,2017-10-03 00:00:24
N33,172,21.026994000000002,52.173398,2017-10-03 00:00:22
L11,5,20.941321,52.400797999999995,2017-10-03 00:00:23
L-9,1,20.937793,52.395647,2017-10-02 17:10:48
L11,3,20.778001999999997,52.43889300000001,2017-06-08 04:36:29
N95,191,20.886997,52.240245,2017-10-03 00:00:24
N88,212,20.922709,52.196241,2017-10-03 00:00:25
197,1,20.920336,52.196919,2017-10-02 18:31:28
739,4,20.997523,52.188891,2017-10-03 00:00:21
N38,1,20.98591,52.221538,2017-10-03 00:00:22
N01,1,20.933791,52.270503000000005,2017-10-03 00:00:24
N91,183,20.876593,52.288204,2017-10-03 00:00:22
159,5,21.016438,52.223426,2017-10-03 00:00:23
739,3,21.032393,52.094871000000005,2017-10-03 00:00:24
N32,2,20.978496,52.183278,2017-10-03 00:00:14
711,063,20.86823,52.118971,2017-10-03 00:00:25
N01,3,20.978144,52.201896999999995,2017-10-03 00:00:15
N36,1,20.995515,52.170159999999996,2017-10-03 00:00:18
N44,1,20.989124,52.265859999999996,2017-10-03 00:00:27
122,2,20.898792999999998,52.238882000000004,2017-10-03 00:00:27
N46,2,20.927267,52.291168,2017-10-03 00:00:20
N01,2,20.923493,52.19728,2017-10-03 00:00:24
134,1,21.052027,52.30959,2017-10-03 00:00:24
N64,215,21.035215,52.254517,2017-10-03 00:00:26
Z20,2,21.036284,52.253519,2017-10-03 00:00:24
N46,150,20.979828,52.267026,2017-10-03 00:00:25
178,2,20.90395,52.185601,2017-10-03 00:00:02
154,3,20.898367999999998,52.252144,2017-10-03 00:00:22
L25,1,21.217553,51.9816291,2017-10-02 23:22:07
N41,181,21.002128,52.243095000000004,2017-10-03 00:00:23
N25,193,21.070556,52.230376,2017-10-03 00:00:26
178,6,20.98255,52.230234,2017-10-03 00:00:26
197,2,20.923123999999998,52.196519,2017-10-03 00:00:22
147,3,21.144622000000002,52.199413,2017-10-03 00:00:22
147,2,21.049447,52.252808,2017-10-03 00:00:25
N72,214,21.204473,52.159378000000004,2017-10-03 00:00:16
N24,1,21.084998000000002,52.244402,2017-10-03 00:00:23
N71,185,21.114093,52.232805,2017-10-03 00:00:13
N95,192,21.005129999999998,52.218163,2017-10-03 00:00:14
115,4,21.13106,52.232548,2017-10-03 00:00:16
147,1,21.102082,52.214055,2017-10-03 00:00:24
147,5,21.243275,52.221317,2017-10-03 00:00:25
720,054,21.463792,52.132973,2017-10-03 00:00:23
N71,284,21.042202,52.249527,2017-10-03 00:00:23
198,4,21.223882,52.253840000000004,2017-10-03 00:00:27
N31,232,21.005917,52.228761999999996,2017-10-03 00:00:20
N81,152,21.117715,52.233397,2017-10-03 00:00:13
L30,2,21.130739000000002,51.959915,2017-09-07 18:02:06
L30,2,21.216896,51.981678,2017-09-06 08:50:44
L28,1,21.124192999999998,52.019611,2017-09-11 12:33:40
L30,1,21.1098,51.955227,2017-09-11 12:33:34
734,1,21.057738,52.44758,2017-10-03 00:00:24
N02,4,20.926369,52.29036,2017-10-03 00:00:27
132,1,21.037969,52.269067,2017-10-03 00:00:25
N03,4,21.047816,52.263793,2017-10-03 00:00:26
N02,2,21.035262,52.254988,2017-10-03 00:00:22
N66,197,21.035175,52.254037,2017-10-03 00:00:26
N37,243,21.024392000000002,52.1909,2017-10-03 00:00:25
N25,1,21.006706,52.228852,2017-10-03 00:00:23
N24,2,21.002473000000002,52.229114,2017-10-03 00:00:22
N16,199,21.004758,52.222776,2017-10-03 00:00:19
146,2,21.193595000000002,52.157740000000004,2017-10-03 00:00:24
146,3,21.113692,52.23423,2017-10-03 00:00:26
N12,208,21.000014,52.229556,2017-10-03 00:00:22
146,1,21.09136,52.222552,2017-10-03 00:00:24
198,1,21.243248,52.221654,2017-10-02 23:58:02
173,2,21.052032999999998,52.247287,2017-10-03 00:00:18
N32,1,20.988367,52.210885,2017-10-03 00:00:26
183,5,21.137484,52.243318,2017-10-03 00:00:24
159,7,21.085153,52.193226,2017-10-03 00:00:22
N62,127,21.057056,52.264771,2017-10-03 00:00:23
183,2,21.171953,52.251284000000005,2017-10-03 00:00:20
N16,198,21.080448999999998,52.277312,2017-10-03 00:00:25
120,6,21.064881,52.312096999999994,2017-10-03 00:00:20
167,013,20.939118,52.203286,2017-10-03 00:00:21
191,4,20.983407999999997,52.219169,2017-10-03 00:00:25
191,3,20.903546,52.193673,2017-10-03 00:00:23
L20,51,21.410662,52.135065999999995,2017-07-30 17:18:02
L20,1,21.301156,52.162206,2017-10-02 23:08:55
191,2,20.911459,52.196751,2017-10-03 00:00:23
136,4,20.920748,52.197209,2017-09-15 14:43:24
128,10,20.971346,52.220126,2017-10-03 00:00:23
N81,251,21.048523,52.20602,2017-10-03 00:00:22
190,14,20.918848999999998,52.239826,2017-10-03 00:00:22
N42,340,20.898997,52.238994,2017-10-03 00:00:15
190,10,20.921799,52.196961,2017-10-03 00:00:24
713,2,20.930945,52.225403,2017-10-03 00:00:22
N42,218,20.905698,52.238843,2017-10-03 00:00:19
719,1,20.721577,52.255102,2017-10-02 15:56:58
N88,176,20.952717,52.184472,2017-10-03 00:00:15
401,7,20.896697,52.202078,2017-10-03 00:00:19
N25,194,21.165419,52.214734,2017-10-03 00:00:24
401,012,20.921492999999998,52.197191,2017-10-02 19:16:51
105,1,20.898463,52.239432,2017-10-03 00:00:22
116,15,20.913618,52.237314000000005,2017-10-03 00:00:18
N43,2,20.957872000000002,52.225689,2017-10-03 00:00:23
N33,174,20.99387,52.188815000000005,2017-10-03 00:00:19
N35,138,20.990139000000003,52.224905,2017-10-03 00:00:20
L39,1,21.0203645,52.082060999999996,2017-10-02 23:36:55
L12,1,21.1057905,52.119325599999996,2017-04-24 07:45:36
169,2,21.041652,52.300335,2017-10-03 00:00:25
190,6,21.036662,52.255584999999996,2017-10-03 00:00:24
111,9,21.016934,52.262840000000004,2017-10-03 00:00:26
511,3,20.972564000000002,52.320205,2017-10-03 00:00:22
518,3,21.007365,52.285887,2017-10-03 00:00:23
731,62,20.943569,52.366422,2017-10-03 00:00:22
140,6,21.114879000000002,52.334995,2017-10-03 00:00:22
114,8,21.026303,52.279901,2017-10-03 00:00:26
511,2,20.928334,52.291194,2017-10-03 00:00:26
517,7,21.042811999999998,52.273487,2017-10-03 00:00:23
509,14,21.046326999999998,52.262640999999995,2017-10-03 00:00:26
